ISO_code,Continent,Country/Region,Date,Total Confirmed,New Confirmed,New Confirmed Smooth (7 days),Total Confirmed Fixed (sum New Confirmed),Total Alive Confirmed Fixed (sum New Confirmed - Total Deaths),Accumulated Alive Confirmed in 14 days,Accumulated Alive Confirmed Smooth in 14 days
DEU,Europe,Germany,2020-10-12,332850,6541,4025.285714285714,332850,323178,44787,36630.857142857145
DEU,Europe,Germany,2020-10-13,337314,4464,4312.428571428572,337314,327600,47067,39100.142857142855
DEU,Europe,Germany,2020-10-14,344487,7173,4764.285714285715,344487,334739,51083,41854.71428571428
DEU,Europe,Germany,2020-10-15,352107,7620,5166.571428571428,352107,342336,56199,44975.28571428572
DEU,Europe,Germany,2020-10-16,359802,7695,5615.285714285715,359802,349997,60970,48378.71428571428
DEU,Europe,Germany,2020-10-17,364664,4862,5885.857142857143,364664,354847,63718,51927.42857142857
DEU,Europe,Germany,2020-10-18,368671,4007,6051.714285714285,368671,358841,65394,55602.57142857143
DEU,Europe,Germany,2020-10-19,377068,8397,6316.857142857143,377068,367194,70522,59279.0
DEU,Europe,Germany,2020-10-20,385591,8523,6896.714285714285,385591,375677,75934,63402.857142857145
DEU,Europe,Germany,2020-10-21,397922,12331,7633.571428571428,397922,387979,83806,68077.57142857143
DEU,Europe,Germany,2020-10-22,403874,5952,7395.285714285715,403874,393882,85103,72206.71428571429
DEU,Europe,Germany,2020-10-23,417350,13476,8221.142857142857,417350,407340,94993,77067.14285714286
DEU,Europe,Germany,2020-10-24,427808,10458,9020.57142857143,427808,417741,101617,82481.28571428571
DEU,Europe,Germany,2020-10-25,437698,9890,9861.0,437698,427604,107600,88510.71428571429
DEU,Europe,Germany,2020-10-26,450258,12560,10455.714285714286,450258,440135,115083,94876.57142857143
DEU,Europe,Germany,2020-10-27,463419,13161,11118.285714285714,463419,453266,125569,101967.28571428571
DEU,Europe,Germany,2020-10-28,479621,16202,11671.285714285714,479621,469371,132607,108938.85714285714
DEU,Europe,Germany,2020-10-29,498354,18733,13497.142857142857,498354,488017,147581,117864.28571428571
DEU,Europe,Germany,2020-10-30,517736,19382,14340.857142857143,517736,507313,155392,126492.71428571429
DEU,Europe,Germany,2020-10-31,531790,14054,14854.57142857143,531790,521275,164865,135528.14285714287
DEU,Europe,Germany,2020-11-01,544346,12556,15235.42857142857,544346,533801,170256,144479.0
DEU,Europe,Germany,2020-11-02,569598,25252,17048.571428571428,569598,558897,186398,154666.85714285713
DEU,Europe,Germany,2020-11-03,577131,7533,16244.57142857143,577131,566382,192991,164298.57142857142
