ISO_code,Continent,Country/Region,Date,Total Recovered,Total Recovered Smooth (7 days)
DEU,Europe,Germany,2021-01-09,1616262,1561951.0
DEU,Europe,Germany,2021-01-10,1628310,1581919.5714285714
DEU,Europe,Germany,2021-01-11,1641466,1601118.142857143
DEU,Europe,Germany,2021-01-12,1659460,1617863.4285714286
DEU,Europe,Germany,2021-01-13,1690383,1634319.857142857
DEU,Europe,Germany,2021-01-14,1713106,1650301.5714285714
DEU,Europe,Germany,2021-01-15,1728322,1668187.0
DEU,Europe,Germany,2021-01-16,1739028,1685725.0
DEU,Europe,Germany,2021-01-17,1749073,1702976.857142857
DEU,Europe,Germany,2021-01-18,1760436,1719972.5714285714
DEU,Europe,Germany,2021-01-19,1777776,1736874.857142857
DEU,Europe,Germany,2021-01-20,1803361,1753014.5714285714
DEU,Europe,Germany,2021-01-21,1847542,1772219.7142857143
DEU,Europe,Germany,2021-01-22,1865584,1791828.5714285714
DEU,Europe,Germany,2021-01-23,1887833,1813086.4285714286
DEU,Europe,Germany,2021-01-24,1888442,1832996.2857142857
DEU,Europe,Germany,2021-01-25,1899285,1852831.857142857
DEU,Europe,Germany,2021-01-26,1925405,1873921.7142857143
DEU,Europe,Germany,2021-01-27,1949764,1894836.4285714286
DEU,Europe,Germany,2021-01-28,1969996,1912329.857142857
DEU,Europe,Germany,2021-01-29,1978091,1928402.2857142857
DEU,Europe,Germany,2021-01-30,1992149,1943304.5714285714
DEU,Europe,Germany,2021-01-31,2003196,1959698.0
DEU,Europe,Germany,2021-02-01,2012087,1975812.5714285714
DEU,Europe,Germany,2021-02-02,2022586,1989695.5714285714
DEU,Europe,Germany,2021-02-03,2050576,2004097.2857142857
DEU,Europe,Germany,2021-02-04,2057987,2016667.4285714286
DEU,Europe,Germany,2021-02-05,2073516,2030299.5714285714
DEU,Europe,Germany,2021-02-06,2085786,2043676.2857142857
DEU,Europe,Germany,2021-02-07,2095441,2056854.142857143
DEU,Europe,Germany,2021-02-08,2101497,2069627.0
DEU,Europe,Germany,2021-02-09,2110392,2082170.7142857143
DEU,Europe,Germany,2021-02-10,2125149,2092824.0
DEU,Europe,Germany,2021-02-11,2138647,2104346.8571428573
DEU,Europe,Germany,2021-02-12,2151075,2115426.714285714
DEU,Europe,Germany,2021-02-13,2167774,2127139.285714286
DEU,Europe,Germany,2021-02-14,2168464,2137571.1428571427
DEU,Europe,Germany,2021-02-15,2174236,2147962.4285714286
DEU,Europe,Germany,2021-02-16,2180993,2158048.285714286
DEU,Europe,Germany,2021-02-17,2192696,2167697.8571428573
DEU,Europe,Germany,2021-02-18,2204870,2177158.285714286
DEU,Europe,Germany,2021-02-19,2215015,2186292.5714285714
DEU,Europe,Germany,2021-02-20,2223420,2194242.0
DEU,Europe,Germany,2021-02-21,2229933,2203023.285714286
DEU,Europe,Germany,2021-02-22,2234100,2211575.285714286
DEU,Europe,Germany,2021-02-23,2239013,2219863.8571428573
DEU,Europe,Germany,2021-02-24,2247593,2227706.285714286
DEU,Europe,Germany,2021-02-25,2256969,2235149.0
DEU,Europe,Germany,2021-02-26,2265619,2242378.1428571427
DEU,Europe,Germany,2021-02-27,2271884,2249301.5714285714
DEU,Europe,Germany,2021-02-28,2276605,2255969.0
DEU,Europe,Germany,2021-03-01,2281556,2262748.4285714286
DEU,Europe,Germany,2021-03-02,2286905,2269590.1428571427
DEU,Europe,Germany,2021-03-03,2295600,2276448.285714286
DEU,Europe,Germany,2021-03-04,2304932,2283300.1428571427
DEU,Europe,Germany,2021-03-05,2313486,2290138.285714286
DEU,Europe,Germany,2021-03-06,2320506,2297084.285714286
DEU,Europe,Germany,2021-03-07,2326537,2304217.4285714286
DEU,Europe,Germany,2021-03-08,2331104,2311295.714285714
DEU,Europe,Germany,2021-03-09,2336446,2318373.0
DEU,Europe,Germany,2021-03-10,2346835,2325692.285714286
DEU,Europe,Germany,2021-03-11,2357694,2333229.714285714
DEU,Europe,Germany,2021-03-12,2366535,2340808.1428571427
DEU,Europe,Germany,2021-03-13,2374053,2348457.714285714
DEU,Europe,Germany,2021-03-14,2380111,2356111.1428571427
DEU,Europe,Germany,2021-03-15,2385023,2363813.8571428573
DEU,Europe,Germany,2021-03-16,2391103,2371622.0
DEU,Europe,Germany,2021-03-17,2401596,2379445.0
DEU,Europe,Germany,2021-03-18,2412720,2387305.8571428573
DEU,Europe,Germany,2021-03-19,2422003,2395229.8571428573
DEU,Europe,Germany,2021-03-20,2430168,2403246.285714286
DEU,Europe,Germany,2021-03-21,2436639,2411321.714285714
DEU,Europe,Germany,2021-03-22,2441516,2419392.1428571427
